千代田,4528
中央,(3874)
港,13722
新宿,(11875)
文京,22390
台東,(20038)
墨田,34181
江東,(28768)
品川,13479
目黒,(7938)
大田,14886
世田谷,61964
渋谷,(54334)
中野,20747
杉並,(18397)
豊島,26061
北,(22937)
荒川,35510
板橋,(30620)
練馬,22359
足立,(15101)
葛飾,21718
江戸川,47933
八王子,(39447)
立川,25175
武蔵野,(20116)
三鷹,8354
青梅,(6857)
府中,7725
昭島,(6318)
調布,9758
町田,(7757)
小金井,4245
小平,8053
日野,(6620)
東村山,7677
国分寺,(6157)
国立,5630
福生,(4592)
狛江,5358
東大和,(4279)
清瀬,3013
東久留米武蔵村山,(2401)
多摩,5652
稲城,(4540)
羽村,4070
あきる野,(3262)
西東京,2096
瑞穂,(1753)
日の出,2818
檜原,(2410)
奥多摩,9697
大島,(8160)
利島,1127
新島,19
神津島,(16)
三宅,7
御蔵島,(5)
八丈,17
青ヶ島,(16)
小笠原,2
都外,(2)
調査中,108
